model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,passed,revised,overrevised,calls,prompt_tokens,completion_tokens,total_tokens
llama_3_1_8b,shared54,1883_B,anger,LHH,L,H,H,0,1,1,8,15636,2027,17663
llama_3_1_8b,shared54,1883_C,anger,LHH,L,H,H,0,1,0,8,19869,5787,25656
llama_3_1_8b,shared54,1899_B,anger,LHH,L,H,H,1,0,0,3,4978,1194,6172
llama_3_1_8b,shared54,2777,anger,LHH,L,H,H,0,1,0,8,14760,2372,17132
llama_3_1_8b,shared54,2784,anger,LHH,L,H,H,0,1,0,8,13607,2663,16270
llama_3_1_8b,shared54,2808,anger,LHH,L,H,H,0,1,0,8,13796,2961,16757
llama_3_1_8b,shared54,2811,anger,LHH,L,H,H,0,1,0,8,10178,1868,12046
llama_3_1_8b,shared54,2812,anger,LHH,L,H,H,0,1,1,8,10456,1690,12146
llama_3_1_8b,shared54,2816,anger,LHH,L,H,H,0,1,0,8,13126,2995,16121
llama_3_1_8b,shared54,2817,anger,LHH,L,H,H,0,1,0,8,14106,3800,17906
llama_3_1_8b,shared54,2825,anger,LHH,L,H,H,0,1,0,8,13262,1952,15214
llama_3_1_8b,shared54,2833,anger,LHH,L,H,H,0,1,0,8,15662,3355,19017
llama_3_1_8b,shared54,2847,anger,LHH,L,H,H,0,1,0,8,13384,2916,16300
llama_3_1_8b,shared54,2849,anger,LHH,L,H,H,0,1,0,8,14497,3096,17593
llama_3_1_8b,shared54,2868,anger,LHH,L,H,H,0,1,0,8,12628,2212,14840
llama_3_1_8b,shared54,2870,anger,LHH,L,H,H,0,1,0,8,13769,3168,16937
llama_3_1_8b,shared54,2882,anger,LHH,L,H,H,0,1,0,8,12453,2484,14937
llama_3_1_8b,shared54,2886,anger,LHH,L,H,H,1,1,1,8,10606,1620,12226
llama_3_1_8b,shared54,2902,anger,LHH,L,H,H,1,1,1,8,11826,2517,14343
llama_3_1_8b,shared54,2915,anger,LHH,L,H,H,0,1,0,8,15883,2989,18872
llama_3_1_8b,shared54,2919,anger,LHH,L,H,H,0,1,0,8,13913,2410,16323
llama_3_1_8b,shared54,2921,anger,LHH,L,H,H,0,1,0,8,11936,2462,14398
llama_3_1_8b,shared54,2952,anger,LHH,L,H,H,0,1,0,8,13862,2453,16315
llama_3_1_8b,shared54,2954,anger,LHH,L,H,H,1,1,1,8,13572,2307,15879
llama_3_1_8b,shared54,2955,anger,LHH,L,H,H,0,1,0,8,10475,1511,11986
llama_3_1_8b,shared54,2977,anger,LHH,L,H,H,1,1,1,8,12024,2140,14164
llama_3_1_8b,shared54,2998,anger,LHH,L,H,H,1,1,1,5,6538,1538,8076
llama_3_1_8b,shared54,3024,anger,LHH,L,H,H,0,1,0,8,14537,3744,18281
llama_3_1_8b,shared54,3025,anger,LHH,L,H,H,0,1,0,8,19182,5650,24832
llama_3_1_8b,shared54,3032,anger,LHH,L,H,H,0,1,0,8,16939,3847,20786
llama_3_1_8b,shared54,3044,anger,LHH,L,H,H,0,1,0,8,12349,1869,14218
llama_3_1_8b,shared54,3055,anger,LHH,L,H,H,0,1,0,8,10913,2434,13347
llama_3_1_8b,shared54,3166,anger,LHH,L,H,H,0,1,0,8,14466,2940,17406
llama_3_1_8b,shared54,3188,anger,LHH,L,H,H,1,1,1,8,14086,4121,18207
llama_3_1_8b,shared54,3192,anger,LHH,L,H,H,0,0,0,3,3857,709,4566
llama_3_1_8b,shared54,3193,anger,LHH,L,H,H,0,1,0,8,15424,3924,19348
llama_3_1_8b,shared54,3195,anger,LHH,L,H,H,0,1,0,8,11321,2203,13524
llama_3_1_8b,shared54,3203,anger,LHH,L,H,H,0,1,0,8,21019,4775,25794
llama_3_1_8b,shared54,3213,anger,LHH,L,H,H,0,1,0,8,11891,2846,14737
llama_3_1_8b,shared54,3220,anger,LHH,L,H,H,0,1,1,8,20574,7207,27781
llama_3_1_8b,shared54,3223,anger,LHH,L,H,H,0,1,0,8,12439,3161,15600
llama_3_1_8b,shared54,3225,anger,LHH,L,H,H,0,1,0,5,8135,1813,9948
llama_3_1_8b,shared54,3229,anger,LHH,L,H,H,0,1,0,8,16332,3156,19488
llama_3_1_8b,shared54,3243,anger,LHH,L,H,H,0,1,0,8,25965,12617,38582
llama_3_1_8b,shared54,3246,anger,LHH,L,H,H,1,1,0,8,13020,2018,15038
llama_3_1_8b,shared54,3249,anger,LHH,L,H,H,0,1,0,8,13931,3087,17018
llama_3_1_8b,shared54,3251,anger,LHH,L,H,H,1,0,0,3,3285,720,4005
llama_3_1_8b,shared54,3261,anger,LHH,L,H,H,0,1,0,8,15617,2359,17976
llama_3_1_8b,shared54,3263,anger,LHH,L,H,H,0,1,0,8,14128,3248,17376
llama_3_1_8b,shared54,3265,anger,LHH,L,H,H,0,1,0,8,13565,2504,16069
llama_3_1_8b,shared54,3269,anger,LHH,L,H,H,0,1,1,8,15782,4581,20363
llama_3_1_8b,shared54,3298,anger,LHH,L,H,H,0,1,0,8,11203,1858,13061
llama_3_1_8b,shared54,3312,anger,LHH,L,H,H,1,1,1,8,11313,2190,13503
llama_3_1_8b,shared54,3324,anger,LHH,L,H,H,0,0,0,3,3140,573,3713
llama_3_1_8b,shared54,3329,anger,LHH,L,H,H,0,1,0,8,14434,2999,17433
llama_3_1_8b,shared54,3345,anger,LHH,L,H,H,0,1,0,8,16762,4747,21509
llama_3_1_8b,shared54,3362,anger,LHH,L,H,H,0,1,0,8,13239,2465,15704
llama_3_1_8b,shared54,3388,anger,LHH,L,H,H,1,1,1,8,14803,3700,18503
llama_3_1_8b,shared54,3394,anger,LHH,L,H,H,0,1,0,8,9876,1743,11619
llama_3_1_8b,shared54,3402,anger,LHH,L,H,H,0,1,0,8,17679,3224,20903
llama_3_1_8b,shared54,3408,anger,LHH,L,H,H,0,1,0,8,10826,2386,13212
llama_3_1_8b,shared54,3412,anger,LHH,L,H,H,1,0,0,3,3684,740,4424
llama_3_1_8b,shared54,3421,anger,LHH,L,H,H,0,0,0,3,3476,905,4381
llama_3_1_8b,shared54,3426,anger,LHH,L,H,H,1,0,0,3,3863,625,4488
llama_3_1_8b,shared54,3464,anger,LHH,L,H,H,0,1,0,8,14730,2775,17505
llama_3_1_8b,shared54,3471,anger,LHH,L,H,H,1,1,0,8,15900,4233,20133
llama_3_1_8b,shared54,3476,anger,LHH,L,H,H,0,1,0,8,11902,3642,15544
llama_3_1_8b,shared54,3478,anger,LHH,L,H,H,0,1,0,8,17101,5546,22647
llama_3_1_8b,shared54,3490,anger,LHH,L,H,H,0,1,0,8,12903,2632,15535
llama_3_1_8b,shared54,3495,anger,LHH,L,H,H,1,1,1,8,14604,3572,18176
llama_3_1_8b,shared54,3496,anger,LHH,L,H,H,0,1,0,8,15342,2726,18068
llama_3_1_8b,shared54,3510,anger,LHH,L,H,H,0,1,0,8,11751,2536,14287
llama_3_1_8b,shared54,3515,anger,LHH,L,H,H,1,0,0,3,3476,916,4392
llama_3_1_8b,shared54,3517,anger,LHH,L,H,H,0,1,0,8,14491,3121,17612
llama_3_1_8b,shared54,3518,anger,LHH,L,H,H,0,1,0,8,14759,4342,19101
llama_3_1_8b,shared54,3527,anger,LHH,L,H,H,0,1,0,8,15392,3120,18512
llama_3_1_8b,shared54,3534,anger,LHH,L,H,H,0,1,0,8,12769,3073,15842
llama_3_1_8b,shared54,3535,anger,LHH,L,H,H,0,1,0,8,12434,2443,14877
llama_3_1_8b,shared54,3551,anger,LHH,L,H,H,0,1,0,8,18143,4270,22413
llama_3_1_8b,shared54,3555,anger,LHH,L,H,H,1,1,1,8,12594,2417,15011
llama_3_1_8b,shared54,3559,anger,LHH,L,H,H,0,1,0,8,15032,3715,18747
llama_3_1_8b,shared54,3560,anger,LHH,L,H,H,0,1,0,8,18720,4574,23294
llama_3_1_8b,shared54,3567,anger,LHH,L,H,H,1,0,0,3,3189,809,3998
llama_3_1_8b,shared54,3571,anger,LHH,L,H,H,0,1,0,8,14368,3049,17417
llama_3_1_8b,shared54,3603,anger,LHH,L,H,H,0,1,0,8,13913,2104,16017
llama_3_1_8b,shared54,3605,anger,LHH,L,H,H,0,1,1,8,14659,2602,17261
llama_3_1_8b,shared54,3607,anger,LHH,L,H,H,0,1,0,8,12708,2930,15638
llama_3_1_8b,shared54,3621,anger,LHH,L,H,H,0,1,0,8,12798,2625,15423
llama_3_1_8b,shared54,3629,anger,LHH,L,H,H,0,1,0,8,13725,3423,17148
llama_3_1_8b,shared54,3637,anger,LHH,L,H,H,0,1,0,8,15413,4981,20394
llama_3_1_8b,shared54,3647,anger,LHH,L,H,H,0,1,0,8,18314,4635,22949
llama_3_1_8b,shared54,3648,anger,LHH,L,H,H,0,1,0,8,19507,4788,24295
llama_3_1_8b,shared54,3649,anger,LHH,L,H,H,0,1,0,8,14483,2657,17140
llama_3_1_8b,shared54,3657,anger,LHH,L,H,H,0,1,0,8,17259,3789,21048
llama_3_1_8b,shared54,3674,anger,LHH,L,H,H,0,1,0,8,13104,2489,15593
llama_3_1_8b,shared54,3676,anger,LHH,L,H,H,0,1,0,8,10149,2018,12167
llama_3_1_8b,shared54,3680,anger,LHH,L,H,H,0,1,0,8,13819,3951,17770
llama_3_1_8b,shared54,3683,anger,LHH,L,H,H,0,1,0,8,11624,3148,14772
llama_3_1_8b,shared54,3686,anger,LHH,L,H,H,0,1,0,8,13942,3978,17920
llama_3_1_8b,shared54,3696,anger,LHH,L,H,H,0,1,0,8,27175,14351,41526
llama_3_1_8b,shared54,3700,anger,LHH,L,H,H,0,1,0,8,18728,6556,25284
llama_3_1_8b,shared54,3702,anger,LHH,L,H,H,0,1,0,8,13386,2651,16037
llama_3_1_8b,shared54,3704,anger,LHH,L,H,H,0,1,1,8,13221,3224,16445
llama_3_1_8b,shared54,3709,anger,LHH,L,H,H,0,1,1,8,11773,2534,14307
llama_3_1_8b,shared54,3714,anger,LHH,L,H,H,0,1,0,8,14502,3335,17837
llama_3_1_8b,shared54,3722,anger,LHH,L,H,H,0,1,0,8,12897,3018,15915
llama_3_1_8b,shared54,3731,anger,LHH,L,H,H,0,1,0,8,12517,2273,14790
llama_3_1_8b,shared54,3736,anger,LHH,L,H,H,1,1,1,8,10659,2062,12721
llama_3_1_8b,shared54,3743,anger,LHH,L,H,H,0,1,0,8,14671,2498,17169
llama_3_1_8b,shared54,3744,anger,LHH,L,H,H,0,1,0,8,14204,2123,16327
llama_3_1_8b,shared54,3751,anger,LHH,L,H,H,0,1,0,8,12047,2799,14846
llama_3_1_8b,shared54,3771,anger,LHH,L,H,H,0,1,0,8,12508,2573,15081
llama_3_1_8b,shared54,3785,anger,LHH,L,H,H,0,1,0,8,13981,2786,16767
llama_3_1_8b,shared54,3786,anger,LHH,L,H,H,0,1,0,8,14268,3798,18066
llama_3_1_8b,shared54,3793,anger,LHH,L,H,H,0,1,0,8,12361,2757,15118
llama_3_1_8b,shared54,abc301_b,anger,LHH,L,H,H,0,1,1,8,12619,2372,14991
llama_3_1_8b,shared54,abc301_e,anger,LHH,L,H,H,0,1,0,8,17718,4098,21816
llama_3_1_8b,shared54,abc302_e,anger,LHH,L,H,H,0,1,0,8,16403,3945,20348
llama_3_1_8b,shared54,abc303_a,anger,LHH,L,H,H,0,1,0,8,12584,2639,15223
llama_3_1_8b,shared54,abc303_b,anger,LHH,L,H,H,0,1,0,8,16424,3102,19526
llama_3_1_8b,shared54,abc303_d,anger,LHH,L,H,H,0,1,0,8,15930,3954,19884
llama_3_1_8b,shared54,abc303_e,anger,LHH,L,H,H,0,1,0,8,14338,2141,16479
llama_3_1_8b,shared54,abc304_a,anger,LHH,L,H,H,0,1,0,8,12548,2466,15014
llama_3_1_8b,shared54,abc307_a,anger,LHH,L,H,H,1,1,1,8,13379,2288,15667
llama_3_1_8b,shared54,abc307_b,anger,LHH,L,H,H,0,1,0,8,13800,3573,17373
llama_3_1_8b,shared54,abc309_c,anger,LHH,L,H,H,0,1,0,8,15632,2506,18138
llama_3_1_8b,shared54,abc309_d,anger,LHH,L,H,H,0,1,0,8,20993,7101,28094
llama_3_1_8b,shared54,abc309_e,anger,LHH,L,H,H,0,1,0,8,15341,3248,18589
llama_3_1_8b,shared54,abc310_b,anger,LHH,L,H,H,0,1,0,8,22122,3685,25807
llama_3_1_8b,shared54,abc310_c,anger,LHH,L,H,H,0,1,1,8,11863,2016,13879
llama_3_1_8b,shared54,abc310_f,anger,LHH,L,H,H,0,1,0,8,15006,3654,18660
llama_3_1_8b,shared54,abc311_b,anger,LHH,L,H,H,0,1,0,8,16498,5398,21896
llama_3_1_8b,shared54,abc312_e,anger,LHH,L,H,H,0,1,0,8,20801,4954,25755
llama_3_1_8b,shared54,abc312_f,anger,LHH,L,H,H,0,1,0,8,17313,3958,21271
llama_3_1_8b,shared54,abc313_a,anger,LHH,L,H,H,0,1,0,8,10495,1897,12392
llama_3_1_8b,shared54,abc315_b,anger,LHH,L,H,H,0,1,0,8,13899,2809,16708
llama_3_1_8b,shared54,abc315_c,anger,LHH,L,H,H,0,1,0,8,13809,2995,16804
llama_3_1_8b,shared54,abc315_d,anger,LHH,L,H,H,0,1,0,8,15504,4010,19514
llama_3_1_8b,shared54,abc318_b,anger,LHH,L,H,H,0,1,0,8,15563,4204,19767
llama_3_1_8b,shared54,abc318_d,anger,LHH,L,H,H,0,1,0,8,17856,3844,21700
llama_3_1_8b,shared54,abc319_c,anger,LHH,L,H,H,0,1,0,8,21771,4850,26621
llama_3_1_8b,shared54,abc320_e,anger,LHH,L,H,H,0,1,0,8,20228,5329,25557
llama_3_1_8b,shared54,abc321_b,anger,LHH,L,H,H,0,1,0,8,14676,2476,17152
llama_3_1_8b,shared54,abc321_c,anger,LHH,L,H,H,0,1,0,8,11899,2712,14611
llama_3_1_8b,shared54,abc322_c,anger,LHH,L,H,H,0,1,0,8,12572,2555,15127
llama_3_1_8b,shared54,abc324_a,anger,LHH,L,H,H,1,1,1,8,8970,1366,10336
llama_3_1_8b,shared54,abc324_b,anger,LHH,L,H,H,1,1,1,8,10443,2230,12673
llama_3_1_8b,shared54,abc325_b,anger,LHH,L,H,H,0,1,0,8,14881,4140,19021
llama_3_1_8b,shared54,abc325_e,anger,LHH,L,H,H,0,1,0,8,17787,3478,21265
llama_3_1_8b,shared54,abc326_d,anger,LHH,L,H,H,0,1,0,8,23812,8025,31837
llama_3_1_8b,shared54,abc327_a,anger,LHH,L,H,H,0,1,0,8,9216,1441,10657
llama_3_1_8b,shared54,abc327_c,anger,LHH,L,H,H,0,1,0,8,22012,3755,25767
llama_3_1_8b,shared54,abc328_b,anger,LHH,L,H,H,0,1,0,8,13654,3019,16673
llama_3_1_8b,shared54,abc328_d,anger,LHH,L,H,H,0,1,0,8,11408,2039,13447
llama_3_1_8b,shared54,abc329_b,anger,LHH,L,H,H,1,0,0,3,3170,756,3926
llama_3_1_8b,shared54,abc329_f,anger,LHH,L,H,H,0,1,0,8,16391,3919,20310
llama_3_1_8b,shared54,abc330_d,anger,LHH,L,H,H,0,1,0,8,17137,4400,21537
llama_3_1_8b,shared54,abc331_c,anger,LHH,L,H,H,0,1,0,8,15858,2467,18325
llama_3_1_8b,shared54,abc331_e,anger,LHH,L,H,H,0,1,0,8,19589,6392,25981
llama_3_1_8b,shared54,abc333_a,anger,LHH,L,H,H,0,1,0,8,9066,2396,11462
llama_3_1_8b,shared54,abc333_d,anger,LHH,L,H,H,0,1,0,8,14910,2688,17598
llama_3_1_8b,shared54,abc335_c,anger,LHH,L,H,H,0,1,0,8,13979,3292,17271
llama_3_1_8b,shared54,abc337_b,anger,LHH,L,H,H,0,1,0,8,12917,2595,15512
llama_3_1_8b,shared54,abc337_d,anger,LHH,L,H,H,0,1,0,8,19348,5300,24648
llama_3_1_8b,shared54,abc338_a,anger,LHH,L,H,H,0,1,0,8,16353,7117,23470
llama_3_1_8b,shared54,abc338_e,anger,LHH,L,H,H,0,1,0,8,12795,3117,15912
llama_3_1_8b,shared54,abc339_b,anger,LHH,L,H,H,0,1,0,8,13704,2940,16644
llama_3_1_8b,shared54,abc339_d,anger,LHH,L,H,H,0,1,0,8,16346,4136,20482
llama_3_1_8b,shared54,abc340_d,anger,LHH,L,H,H,0,1,0,8,15201,2647,17848
llama_3_1_8b,shared54,abc341_b,anger,LHH,L,H,H,0,1,0,8,14990,2233,17223
llama_3_1_8b,shared54,abc341_c,anger,LHH,L,H,H,0,1,0,8,20446,4830,25276
llama_3_1_8b,shared54,abc341_d,anger,LHH,L,H,H,0,1,0,8,11308,2115,13423
llama_3_1_8b,shared54,abc341_f,anger,LHH,L,H,H,0,1,0,8,18505,3112,21617
llama_3_1_8b,shared54,abc342_a,anger,LHH,L,H,H,1,1,1,8,10565,2773,13338
llama_3_1_8b,shared54,abc342_b,anger,LHH,L,H,H,0,1,0,8,15098,4172,19270
llama_3_1_8b,shared54,abc342_d,anger,LHH,L,H,H,0,1,0,8,13269,3541,16810
llama_3_1_8b,shared54,abc343_d,anger,LHH,L,H,H,0,1,0,8,15563,2017,17580
llama_3_1_8b,shared54,abc345_b,anger,LHH,L,H,H,1,1,1,8,11886,2175,14061
llama_3_1_8b,shared54,abc345_d,anger,LHH,L,H,H,0,1,0,8,17364,4992,22356
llama_3_1_8b,shared54,abc346_b,anger,LHH,L,H,H,0,1,0,8,12342,2872,15214
llama_3_1_8b,shared54,abc347_a,anger,LHH,L,H,H,1,1,1,8,12044,3116,15160
llama_3_1_8b,shared54,abc348_a,anger,LHH,L,H,H,1,0,0,3,2584,567,3151
llama_3_1_8b,shared54,abc348_c,anger,LHH,L,H,H,1,1,1,8,12269,2302,14571
llama_3_1_8b,shared54,abc349_c,anger,LHH,L,H,H,0,1,0,8,12550,3236,15786
llama_3_1_8b,shared54,abc349_d,anger,LHH,L,H,H,0,1,0,8,18209,3234,21443
llama_3_1_8b,shared54,abc349_e,anger,LHH,L,H,H,0,1,0,8,23219,8757,31976
llama_3_1_8b,shared54,abc351_a,anger,LHH,L,H,H,0,1,0,8,14428,2507,16935
llama_3_1_8b,shared54,abc352_b,anger,LHH,L,H,H,0,1,0,8,12886,2145,15031
llama_3_1_8b,shared54,abc352_e,anger,LHH,L,H,H,0,0,0,3,5047,854,5901
llama_3_1_8b,shared54,abc353_a,anger,LHH,L,H,H,0,1,0,8,9981,1623,11604
llama_3_1_8b,shared54,abc354_a,anger,LHH,L,H,H,0,1,0,8,12517,2109,14626
llama_3_1_8b,shared54,abc354_b,anger,LHH,L,H,H,0,1,0,8,15076,3164,18240
llama_3_1_8b,shared54,abc354_c,anger,LHH,L,H,H,0,1,0,8,14179,2794,16973
llama_3_1_8b,shared54,abc354_d,anger,LHH,L,H,H,0,1,0,8,13565,2731,16296
llama_3_1_8b,shared54,abc355_c,anger,LHH,L,H,H,0,1,0,8,19544,7079,26623
llama_3_1_8b,shared54,abc355_d,anger,LHH,L,H,H,0,1,0,8,14680,4833,19513
llama_3_1_8b,shared54,abc355_e,anger,LHH,L,H,H,0,1,0,8,20480,5168,25648
llama_3_1_8b,shared54,abc356_e,anger,LHH,L,H,H,0,1,0,8,12803,2447,15250
llama_3_1_8b,shared54,abc358_a,anger,LHH,L,H,H,1,1,1,8,11351,2813,14164
llama_3_1_8b,shared54,abc359_d,anger,LHH,L,H,H,0,1,0,8,14688,3203,17891
llama_3_1_8b,shared54,abc360_a,anger,LHH,L,H,H,0,1,0,8,12953,3965,16918
llama_3_1_8b,shared54,abc360_b,anger,LHH,L,H,H,0,1,0,8,11491,2155,13646
llama_3_1_8b,shared54,abc360_c,anger,LHH,L,H,H,0,1,0,8,14121,3555,17676
llama_3_1_8b,shared54,abc360_e,anger,LHH,L,H,H,0,1,0,8,12629,2645,15274
llama_3_1_8b,shared54,abc363_e,anger,LHH,L,H,H,0,1,0,8,17393,3170,20563
llama_3_1_8b,shared54,abc364_f,anger,LHH,L,H,H,0,1,0,8,17409,4258,21667
llama_3_1_8b,shared54,abc365_c,anger,LHH,L,H,H,0,1,0,8,15928,3638,19566
llama_3_1_8b,shared54,abc365_d,anger,LHH,L,H,H,0,1,0,8,14088,3060,17148
llama_3_1_8b,shared54,abc366_a,anger,LHH,L,H,H,0,1,0,8,13117,3516,16633
llama_3_1_8b,shared54,abc366_c,anger,LHH,L,H,H,0,1,0,8,15283,3357,18640
llama_3_1_8b,shared54,abc366_f,anger,LHH,L,H,H,0,1,0,8,13363,4614,17977
llama_3_1_8b,shared54,abc366_g,anger,LHH,L,H,H,0,1,0,8,19635,6069,25704
llama_3_1_8b,shared54,abc367_a,anger,LHH,L,H,H,0,1,0,8,11276,1907,13183
llama_3_1_8b,shared54,abc367_e,anger,LHH,L,H,H,0,1,0,8,16230,3568,19798
llama_3_1_8b,shared54,abc368_c,anger,LHH,L,H,H,0,1,0,8,13296,1788,15084
llama_3_1_8b,shared54,abc369_b,anger,LHH,L,H,H,0,1,0,8,21279,7441,28720
llama_3_1_8b,shared54,abc369_c,anger,LHH,L,H,H,0,1,0,8,15135,3384,18519
llama_3_1_8b,shared54,abc370_a,anger,LHH,L,H,H,1,1,1,8,10139,1753,11892
llama_3_1_8b,shared54,abc370_b,anger,LHH,L,H,H,0,1,0,8,12994,2609,15603
llama_3_1_8b,shared54,abc371_d,anger,LHH,L,H,H,0,1,0,8,14593,3266,17859
llama_3_1_8b,shared54,abc371_f,anger,LHH,L,H,H,0,1,0,8,19839,3932,23771
llama_3_1_8b,shared54,abc372_d,anger,LHH,L,H,H,0,1,0,8,12735,2168,14903
llama_3_1_8b,shared54,abc373_e,anger,LHH,L,H,H,0,1,0,8,16299,3557,19856
llama_3_1_8b,shared54,abc374_g,anger,LHH,L,H,H,0,1,0,8,14009,3149,17158
llama_3_1_8b,shared54,abc375_b,anger,LHH,L,H,H,0,1,0,7,12248,2183,14431
llama_3_1_8b,shared54,abc375_d,anger,LHH,L,H,H,0,1,0,8,11748,2638,14386
llama_3_1_8b,shared54,abc376_e,anger,LHH,L,H,H,0,1,0,8,18910,5259,24169
llama_3_1_8b,shared54,abc376_f,anger,LHH,L,H,H,0,1,0,8,18850,5125,23975
llama_3_1_8b,shared54,abc377_b,anger,LHH,L,H,H,0,1,1,8,13625,2570,16195
llama_3_1_8b,shared54,abc377_c,anger,LHH,L,H,H,0,1,0,8,17923,3943,21866
llama_3_1_8b,shared54,abc377_e,anger,LHH,L,H,H,0,1,0,8,16149,3066,19215
llama_3_1_8b,shared54,abc379_a,anger,LHH,L,H,H,1,1,1,8,10583,2503,13086
llama_3_1_8b,shared54,abc379_d,anger,LHH,L,H,H,0,1,0,8,18391,7161,25552
llama_3_1_8b,shared54,abc379_g,anger,LHH,L,H,H,0,1,0,8,16509,4939,21448
llama_3_1_8b,shared54,abc380_b,anger,LHH,L,H,H,0,1,0,8,15263,5919,21182
llama_3_1_8b,shared54,abc380_d,anger,LHH,L,H,H,0,1,0,8,15790,3437,19227
llama_3_1_8b,shared54,abc381_a,anger,LHH,L,H,H,0,1,0,8,12253,2325,14578
llama_3_1_8b,shared54,abc382_b,anger,LHH,L,H,H,0,1,0,8,14048,2904,16952
llama_3_1_8b,shared54,abc383_e,anger,LHH,L,H,H,0,1,0,8,21396,6532,27928
llama_3_1_8b,shared54,abc385_d,anger,LHH,L,H,H,0,1,0,8,18132,3963,22095
llama_3_1_8b,shared54,abc386_b,anger,LHH,L,H,H,0,1,0,8,11132,2061,13193
llama_3_1_8b,shared54,abc386_c,anger,LHH,L,H,H,0,1,0,8,16113,5245,21358
llama_3_1_8b,shared54,abc387_c,anger,LHH,L,H,H,0,1,0,8,18653,6924,25577
llama_3_1_8b,shared54,abc388_f,anger,LHH,L,H,H,0,1,0,8,15671,4454,20125
llama_3_1_8b,shared54,abc389_a,anger,LHH,L,H,H,1,1,1,8,8596,1828,10424
llama_3_1_8b,shared54,abc389_d,anger,LHH,L,H,H,0,1,0,8,12336,3239,15575
llama_3_1_8b,shared54,abc391_a,anger,LHH,L,H,H,1,1,1,8,10352,2605,12957
llama_3_1_8b,shared54,abc391_f,anger,LHH,L,H,H,0,1,0,8,21705,5161,26866
llama_3_1_8b,shared54,abc392_b,anger,LHH,L,H,H,1,1,0,8,16540,4481,21021
llama_3_1_8b,shared54,abc392_f,anger,LHH,L,H,H,0,1,0,8,16040,5998,22038
llama_3_1_8b,shared54,abc392_g,anger,LHH,L,H,H,0,1,0,8,13023,3171,16194
llama_3_1_8b,shared54,abc393_e,anger,LHH,L,H,H,0,1,0,8,15769,4276,20045
llama_3_1_8b,shared54,abc393_f,anger,LHH,L,H,H,0,1,0,8,16048,3541,19589
llama_3_1_8b,shared54,abc394_a,anger,LHH,L,H,H,1,0,0,3,2511,500,3011
llama_3_1_8b,shared54,abc394_b,anger,LHH,L,H,H,1,1,1,8,12273,3825,16098
llama_3_1_8b,shared54,abc394_e,anger,LHH,L,H,H,0,1,0,8,19050,4945,23995
llama_3_1_8b,shared54,abc396_a,anger,LHH,L,H,H,0,1,0,8,11909,1690,13599
llama_3_1_8b,shared54,abc396_e,anger,LHH,L,H,H,0,1,0,8,19272,5007,24279
llama_3_1_8b,shared54,abc399_c,anger,LHH,L,H,H,0,1,0,8,12156,2433,14589
llama_3_1_8b,shared54,abc400_e,anger,LHH,L,H,H,0,1,0,8,12937,2986,15923
llama_3_1_8b,shared54,arc181_b,anger,LHH,L,H,H,0,1,0,8,14915,2835,17750
llama_3_1_8b,shared54,arc181_c,anger,LHH,L,H,H,0,1,0,8,18576,3449,22025
llama_3_1_8b,shared54,arc182_c,anger,LHH,L,H,H,0,1,0,8,15829,4015,19844
llama_3_1_8b,shared54,arc183_d,anger,LHH,L,H,H,0,1,0,8,18176,2984,21160
llama_3_1_8b,shared54,arc185_e,anger,LHH,L,H,H,0,1,0,8,16450,3440,19890
llama_3_1_8b,shared54,arc186_b,anger,LHH,L,H,H,0,1,0,8,13834,3867,17701
llama_3_1_8b,shared54,arc186_c,anger,LHH,L,H,H,0,1,0,8,19256,4194,23450
llama_3_1_8b,shared54,arc188_d,anger,LHH,L,H,H,0,1,0,8,22153,6939,29092
llama_3_1_8b,shared54,arc189_c,anger,LHH,L,H,H,0,1,0,8,20887,3768,24655
llama_3_1_8b,shared54,arc189_d,anger,LHH,L,H,H,0,1,0,8,15770,3316,19086
llama_3_1_8b,shared54,arc190_a,anger,LHH,L,H,H,0,1,0,8,22833,6966,29799
llama_3_1_8b,shared54,arc190_c,anger,LHH,L,H,H,0,1,0,8,27217,6703,33920
llama_3_1_8b,shared54,arc191_a,anger,LHH,L,H,H,0,1,0,8,13832,3895,17727
llama_3_1_8b,shared54,arc192_a,anger,LHH,L,H,H,0,1,0,8,16422,2747,19169
llama_3_1_8b,shared54,arc193_a,anger,LHH,L,H,H,0,1,0,8,22662,5822,28484
llama_3_1_8b,shared54,arc193_b,anger,LHH,L,H,H,0,1,0,8,17170,4674,21844
llama_3_1_8b,shared54,arc194_a,anger,LHH,L,H,H,0,1,0,8,12976,1775,14751
llama_3_1_8b,shared54,arc194_b,anger,LHH,L,H,H,0,1,0,8,11773,2068,13841
llama_3_1_8b,shared54,arc195_c,anger,LHH,L,H,H,0,1,0,8,21199,5771,26970
llama_3_1_8b,shared54,arc195_d,anger,LHH,L,H,H,0,1,0,8,14954,3296,18250
llama_3_1_8b,shared54,1873_A,anger,LLH,L,L,H,0,1,0,8,10991,2025,13016
llama_3_1_8b,shared54,1873_D,anger,LLH,L,L,H,0,1,0,8,22667,8469,31136
llama_3_1_8b,shared54,1883_B,anger,LLH,L,L,H,0,1,0,8,16234,2920,19154
llama_3_1_8b,shared54,1883_C,anger,LLH,L,L,H,0,1,0,8,17335,2904,20239
llama_3_1_8b,shared54,1899_B,anger,LLH,L,L,H,0,1,0,8,23221,9763,32984
