model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,revised,bleu,calls,prompt_tokens,completion_tokens,total_tokens
llama_3_1_8b,shared54,2254,anger,HLL,H,L,L,1,3.47,12,29455,4086,33541
llama_3_1_8b,shared54,8004,anger,HLL,H,L,L,1,10.43,5,9276,1267,10543
llama_3_1_8b,shared54,12108,anger,HLL,H,L,L,1,0.17,10,12160,2650,14810
llama_3_1_8b,shared54,9338,anger,HLL,H,L,L,1,4.01,6,6246,1608,7854
llama_3_1_8b,shared54,5169,anger,HLL,H,L,L,1,4.24,11,19137,3525,22662
llama_3_1_8b,shared54,14358,anger,HLL,H,L,L,1,5.16,10,16065,3043,19108
llama_3_1_8b,shared54,17800,anger,HLL,H,L,L,1,5.53,12,17814,3970,21784
llama_3_1_8b,shared54,9912,anger,HLL,H,L,L,1,6.98,10,29204,2701,31905
llama_3_1_8b,shared54,17332,anger,HLL,H,L,L,1,4.63,11,20473,4168,24641
llama_3_1_8b,shared54,256,anger,HLL,H,L,L,1,3.57,11,20501,4215,24716
llama_3_1_8b,shared54,9810,anger,HLL,H,L,L,1,4.97,10,18890,3185,22075
llama_3_1_8b,shared54,3394,anger,HLL,H,L,L,1,5.28,12,23071,4149,27220
llama_3_1_8b,shared54,4400,anger,HLL,H,L,L,1,4.37,10,17802,3352,21154
llama_3_1_8b,shared54,8666,anger,HLL,H,L,L,1,4.91,11,24222,3441,27663
llama_3_1_8b,shared54,3782,anger,HLL,H,L,L,1,2.47,11,26738,4242,30980
llama_3_1_8b,shared54,3507,anger,HLL,H,L,L,1,2.31,12,22123,4652,26775
llama_3_1_8b,shared54,5093,anger,HLL,H,L,L,1,4.26,11,17164,3182,20346
llama_3_1_8b,shared54,8924,anger,HLL,H,L,L,1,4.24,11,35991,4029,40020
llama_3_1_8b,shared54,9232,anger,HLL,H,L,L,1,0.0,12,16972,3360,20332
llama_3_1_8b,shared54,6901,anger,HLL,H,L,L,1,8.16,11,14115,3213,17328
llama_3_1_8b,shared54,11235,anger,HLL,H,L,L,1,4.32,11,15195,3466,18661
llama_3_1_8b,shared54,6671,anger,HLL,H,L,L,1,17.23,8,21022,2165,23187
llama_3_1_8b,shared54,8650,anger,HLL,H,L,L,1,5.22,10,14557,2830,17387
llama_3_1_8b,shared54,16561,anger,HLL,H,L,L,1,2.4,12,15931,4010,19941
llama_3_1_8b,shared54,16008,anger,HLL,H,L,L,1,7.37,10,22624,3074,25698
llama_3_1_8b,shared54,8228,anger,HLL,H,L,L,1,4.39,11,24767,4262,29029
llama_3_1_8b,shared54,1664,anger,HLL,H,L,L,1,6.66,12,29033,4025,33058
llama_3_1_8b,shared54,3024,anger,HLL,H,L,L,1,5.37,8,9472,2245,11717
llama_3_1_8b,shared54,9066,anger,HLL,H,L,L,1,2.16,12,17609,4020,21629
llama_3_1_8b,shared54,1444,anger,HLL,H,L,L,1,3.91,10,23577,3076,26653
llama_3_1_8b,shared54,116,anger,HLL,H,L,L,1,8.219999999999999,11,53762,4239,58001
llama_3_1_8b,shared54,10929,anger,HLL,H,L,L,1,5.68,10,199165,5781,204946
llama_3_1_8b,shared54,4286,anger,HLL,H,L,L,1,10.03,10,13757,3382,17139
llama_3_1_8b,shared54,8583,anger,HLL,H,L,L,1,5.18,11,21859,3452,25311
llama_3_1_8b,shared54,5294,anger,HLL,H,L,L,1,4.95,11,31039,3922,34961
llama_3_1_8b,shared54,14478,anger,HLL,H,L,L,1,6.53,12,17247,3459,20706
llama_3_1_8b,shared54,18077,anger,HLL,H,L,L,1,0.0,12,16989,3275,20264
llama_3_1_8b,shared54,14014,anger,HLL,H,L,L,1,4.1,11,13660,2981,16641
llama_3_1_8b,shared54,316,anger,HLL,H,L,L,1,7.484999999999999,12,30825,4012,34837
llama_3_1_8b,shared54,2465,anger,HLL,H,L,L,1,5.183333333333334,11,27152,3477,30629
llama_3_1_8b,shared54,4884,anger,HLL,H,L,L,1,2.6350000000000002,10,21088,3778,24866
llama_3_1_8b,shared54,17877,anger,HLL,H,L,L,1,1.85,6,8981,1884,10865
llama_3_1_8b,shared54,1180,anger,HLL,H,L,L,1,4.21,11,26151,4853,31004
llama_3_1_8b,shared54,12098,anger,HLL,H,L,L,1,6.66,11,16936,3439,20375
llama_3_1_8b,shared54,18105,anger,HLL,H,L,L,1,4.5775,10,14521,2802,17323
llama_3_1_8b,shared54,4852,anger,HLL,H,L,L,1,3.8,11,58674,3810,62484
llama_3_1_8b,shared54,14083,anger,HLL,H,L,L,1,6.62,11,19931,3976,23907
llama_3_1_8b,shared54,4176,anger,HLL,H,L,L,1,5.94,11,22691,3656,26347
llama_3_1_8b,shared54,1370,anger,HLL,H,L,L,1,6.75,11,34035,3476,37511
llama_3_1_8b,shared54,10101,anger,HLL,H,L,L,1,7.56,12,20686,4982,25668
llama_3_1_8b,shared54,11948,anger,HLL,H,L,L,1,19.13,11,23066,3457,26523
llama_3_1_8b,shared54,1307,anger,HLL,H,L,L,1,4.21,11,13508,3800,17308
llama_3_1_8b,shared54,11724,anger,HLL,H,L,L,1,7.185,12,17730,5182,22912
llama_3_1_8b,shared54,6883,anger,HLL,H,L,L,1,4.71,12,31868,3829,35697
llama_3_1_8b,shared54,8176,anger,HLL,H,L,L,1,5.0,12,18848,3931,22779
llama_3_1_8b,shared54,3368,anger,HLL,H,L,L,1,4.71,9,9359,2171,11530
llama_3_1_8b,shared54,11589,anger,HLL,H,L,L,1,3.6379999999999995,11,39343,4747,44090
llama_3_1_8b,shared54,13316,anger,HLL,H,L,L,1,6.16,11,21847,3164,25011
llama_3_1_8b,shared54,5064,anger,HLL,H,L,L,1,8.98,6,134844,2864,137708
llama_3_1_8b,shared54,7757,anger,HLL,H,L,L,1,3.47,12,14429,3920,18349
llama_3_1_8b,shared54,5324,anger,HLL,H,L,L,1,7.413333333333333,11,29227,4194,33421
llama_3_1_8b,shared54,5801,anger,HLL,H,L,L,1,4.615,12,15046,3345,18391
llama_3_1_8b,shared54,13510,anger,HLL,H,L,L,1,3.93,9,13585,2917,16502
llama_3_1_8b,shared54,812,anger,HLL,H,L,L,1,4.53,11,13369,3074,16443
llama_3_1_8b,shared54,5877,anger,HLL,H,L,L,1,3.1916666666666664,12,45226,5677,50903
llama_3_1_8b,shared54,10885,anger,HLL,H,L,L,1,3.35,10,14072,3218,17290
llama_3_1_8b,shared54,13491,anger,HLL,H,L,L,1,4.52,12,18970,3836,22806
llama_3_1_8b,shared54,8131,anger,HLL,H,L,L,1,3.69,12,24670,4917,29587
llama_3_1_8b,shared54,8742,anger,HLL,H,L,L,1,7.67,12,13031,3278,16309
llama_3_1_8b,shared54,5216,anger,HLL,H,L,L,1,5.35,10,21853,3546,25399
llama_3_1_8b,shared54,3542,anger,HLL,H,L,L,1,4.29,12,14773,3640,18413
llama_3_1_8b,shared54,12535,anger,HLL,H,L,L,1,4.79,12,13335,3698,17033
llama_3_1_8b,shared54,1268,anger,HLL,H,L,L,1,15.82,11,13604,3749,17353
llama_3_1_8b,shared54,15423,anger,HLL,H,L,L,1,9.63,12,16195,4426,20621
llama_3_1_8b,shared54,7288,anger,HLL,H,L,L,1,4.03,10,13782,3284,17066
llama_3_1_8b,shared54,6539,anger,HLL,H,L,L,1,11.98,11,60059,5655,65714
llama_3_1_8b,shared54,15083,anger,HLL,H,L,L,1,2.12,12,16331,3943,20274
llama_3_1_8b,shared54,11457,anger,HLL,H,L,L,1,5.39,11,20348,3715,24063
llama_3_1_8b,shared54,10000,anger,HLL,H,L,L,1,32.88,11,18959,3620,22579
llama_3_1_8b,shared54,7457,anger,HLL,H,L,L,1,3.6266666666666665,11,39686,5088,44774
llama_3_1_8b,shared54,7304,anger,HLL,H,L,L,1,4.37,12,16030,3389,19419
llama_3_1_8b,shared54,775,anger,HLL,H,L,L,1,4.53,11,51534,4428,55962
llama_3_1_8b,shared54,6328,anger,HLL,H,L,L,1,5.93,5,9096,1558,10654
llama_3_1_8b,shared54,13056,anger,HLL,H,L,L,1,4.13,11,44459,3594,48053
llama_3_1_8b,shared54,3648,anger,LHH,L,H,H,1,4.91,12,15183,3938,19121
llama_3_1_8b,shared54,819,anger,LHH,L,H,H,1,4.93,11,62219,4097,66316
llama_3_1_8b,shared54,9012,anger,LHH,L,H,H,1,3.44,10,22095,3423,25518
llama_3_1_8b,shared54,8024,anger,LHH,L,H,H,0,0.0,3,6830,879,7709
llama_3_1_8b,shared54,7314,anger,LHH,L,H,H,1,3.19,11,16510,3320,19830
llama_3_1_8b,shared54,4572,anger,LHH,L,H,H,1,4.58,12,15617,3881,19498
llama_3_1_8b,shared54,3358,anger,LHH,L,H,H,1,5.38,6,82213,2920,85133
llama_3_1_8b,shared54,17870,anger,LHH,L,H,H,1,0.29,11,41256,4276,45532
llama_3_1_8b,shared54,2848,anger,LHH,L,H,H,1,5.83,12,13412,3999,17411
llama_3_1_8b,shared54,13825,anger,LHH,L,H,H,1,4.37,12,45040,5211,50251
llama_3_1_8b,shared54,1041,anger,LHH,L,H,H,1,19.725,12,23947,3917,27864
llama_3_1_8b,shared54,976,anger,LHH,L,H,H,1,4.35,10,25675,3007,28682
llama_3_1_8b,shared54,3070,anger,LHH,L,H,H,1,6.6,12,13407,3248,16655
llama_3_1_8b,shared54,7164,anger,LHH,L,H,H,1,3.77,12,20285,4784,25069
llama_3_1_8b,shared54,7623,anger,LHH,L,H,H,1,5.96,12,21023,4457,25480
llama_3_1_8b,shared54,16559,anger,LHH,L,H,H,1,3.6500000000000004,12,26415,5356,31771
llama_3_1_8b,shared54,869,anger,LHH,L,H,H,1,8.145,12,24014,3696,27710
llama_3_1_8b,shared54,6515,anger,LHH,L,H,H,1,4.32,12,23744,4232,27976
llama_3_1_8b,shared54,17856,anger,LHH,L,H,H,1,2.61,11,20562,3645,24207
llama_3_1_8b,shared54,13746,anger,LHH,L,H,H,1,14.9,11,22345,3812,26157
llama_3_1_8b,shared54,7223,anger,LHH,L,H,H,1,3.11,5,13101,1887,14988
llama_3_1_8b,shared54,14719,anger,LHH,L,H,H,1,4.89,11,15015,3676,18691
llama_3_1_8b,shared54,9115,anger,LHH,L,H,H,1,2.9,12,14642,4593,19235
llama_3_1_8b,shared54,212,anger,LHH,L,H,H,1,3.823333333333333,6,10087,1685,11772
llama_3_1_8b,shared54,5231,anger,LHH,L,H,H,1,4.21,12,29679,4565,34244
llama_3_1_8b,shared54,13848,anger,LHH,L,H,H,1,1.95,11,15876,3635,19511
llama_3_1_8b,shared54,11149,anger,LHH,L,H,H,1,4.13,12,16797,3801,20598
llama_3_1_8b,shared54,9105,anger,LHH,L,H,H,1,12.25,9,16487,3581,20068
llama_3_1_8b,shared54,5094,anger,LHH,L,H,H,1,4.58,12,18217,3995,22212
llama_3_1_8b,shared54,7055,anger,LHH,L,H,H,1,6.53,11,28562,3717,32279
llama_3_1_8b,shared54,11029,anger,LHH,L,H,H,1,0.0,11,37410,4807,42217
llama_3_1_8b,shared54,3349,anger,LHH,L,H,H,1,1.515,12,36486,4888,41374
llama_3_1_8b,shared54,3039,anger,LHH,L,H,H,1,4.79,5,9313,1577,10890
llama_3_1_8b,shared54,12449,anger,LHH,L,H,H,1,7.3950000000000005,12,23030,4473,27503
llama_3_1_8b,shared54,3169,anger,LHH,L,H,H,1,12.02,6,9129,1920,11049
llama_3_1_8b,shared54,11763,anger,LHH,L,H,H,1,2.335,12,15034,3468,18502
llama_3_1_8b,shared54,11270,anger,LHH,L,H,H,1,3.6799999999999997,11,20529,3400,23929
llama_3_1_8b,shared54,8667,anger,LHH,L,H,H,1,3.93,11,19074,3333,22407
llama_3_1_8b,shared54,1423,anger,LHH,L,H,H,1,7.66,8,18609,2879,21488
llama_3_1_8b,shared54,15054,anger,LHH,L,H,H,1,3.17,12,102532,6466,108998
llama_3_1_8b,shared54,17571,anger,LHH,L,H,H,1,4.13,12,16629,3746,20375
llama_3_1_8b,shared54,4090,anger,LHH,L,H,H,1,3.37,12,40952,3844,44796
llama_3_1_8b,shared54,12403,anger,LHH,L,H,H,1,2.835,11,17610,3924,21534
llama_3_1_8b,shared54,2582,anger,LHH,L,H,H,1,3.69,12,16066,4089,20155
llama_3_1_8b,shared54,18089,anger,LHH,L,H,H,0,8.69,3,5084,954,6038
llama_3_1_8b,shared54,9606,anger,LHH,L,H,H,1,4.39,12,14346,3501,17847
llama_3_1_8b,shared54,11850,anger,LHH,L,H,H,1,12.63,12,15780,3340,19120
llama_3_1_8b,shared54,6300,anger,LHH,L,H,H,1,5.89,11,32438,3636,36074
llama_3_1_8b,shared54,2279,anger,LHH,L,H,H,1,5.05,6,10480,2344,12824
llama_3_1_8b,shared54,1501,anger,LHH,L,H,H,1,5.12,9,13944,3213,17157
llama_3_1_8b,shared54,7467,anger,LHH,L,H,H,1,3.7649999999999997,12,22738,4663,27401
llama_3_1_8b,shared54,9482,anger,LHH,L,H,H,1,3.04,12,13618,4018,17636
llama_3_1_8b,shared54,2614,anger,LHH,L,H,H,1,3.31,11,15707,3164,18871
llama_3_1_8b,shared54,7628,anger,LHH,L,H,H,1,5.98,12,57822,4961,62783
llama_3_1_8b,shared54,3309,anger,LHH,L,H,H,1,7.74,11,16501,2951,19452
llama_3_1_8b,shared54,12455,anger,LHH,L,H,H,1,3.24,12,20692,4705,25397
llama_3_1_8b,shared54,9108,anger,LHH,L,H,H,1,0.37,12,28767,3775,32542
llama_3_1_8b,shared54,14857,anger,LHH,L,H,H,1,5.02,12,13676,3657,17333
llama_3_1_8b,shared54,11954,anger,LHH,L,H,H,1,4.71,12,17067,3652,20719
llama_3_1_8b,shared54,5329,anger,LHH,L,H,H,1,4.95,11,25119,3600,28719
llama_3_1_8b,shared54,12130,anger,LHH,L,H,H,1,4.35,11,47145,6283,53428
llama_3_1_8b,shared54,11641,anger,LHH,L,H,H,1,3.275,12,19206,4313,23519
llama_3_1_8b,shared54,6865,anger,LHH,L,H,H,1,3.27,11,34051,3858,37909
llama_3_1_8b,shared54,8748,anger,LHH,L,H,H,1,2.7,10,44639,4271,48910
llama_3_1_8b,shared54,2339,anger,LHH,L,H,H,1,5.74,12,140616,4808,145424
llama_3_1_8b,shared54,5607,anger,LHH,L,H,H,1,2.49,12,17987,3675,21662
llama_3_1_8b,shared54,17502,anger,LHH,L,H,H,1,7.51,12,20476,3849,24325
llama_3_1_8b,shared54,8021,anger,LHH,L,H,H,1,5.84,12,27636,3764,31400
llama_3_1_8b,shared54,5354,anger,LHH,L,H,H,1,5.22,12,14377,3708,18085
llama_3_1_8b,shared54,15147,anger,LHH,L,H,H,1,3.17,12,12782,3345,16127
llama_3_1_8b,shared54,12433,anger,LHH,L,H,H,0,5.41,3,5057,746,5803
llama_3_1_8b,shared54,8845,anger,LHH,L,H,H,1,23.18,12,24360,4715,29075
llama_3_1_8b,shared54,7196,anger,LHH,L,H,H,1,8.275,11,19119,3724,22843
llama_3_1_8b,shared54,10626,anger,LHH,L,H,H,1,4.15,5,11378,1757,13135
llama_3_1_8b,shared54,1832,anger,LHH,L,H,H,1,4.52,12,35692,4645,40337
llama_3_1_8b,shared54,7505,anger,LHH,L,H,H,1,1.95,12,29182,4130,33312
llama_3_1_8b,shared54,1051,anger,LHH,L,H,H,1,19.7,11,49149,5359,54508
llama_3_1_8b,shared54,10336,anger,LHH,L,H,H,1,7.85,12,13135,3517,16652
llama_3_1_8b,shared54,13145,anger,LHH,L,H,H,1,3.6174999999999997,12,34250,4651,38901
llama_3_1_8b,shared54,8773,anger,LHH,L,H,H,1,2.53,11,16640,3457,20097
llama_3_1_8b,shared54,2168,anger,LHH,L,H,H,1,2.52,12,23943,3498,27441
llama_3_1_8b,shared54,6913,anger,LHH,L,H,H,1,6.2,11,16267,3355,19622
llama_3_1_8b,shared54,10311,anger,LHH,L,H,H,1,5.49,12,13956,3526,17482
llama_3_1_8b,shared54,6967,anger,LHH,L,H,H,1,7.9275,9,22588,3721,26309
llama_3_1_8b,shared54,16358,anger,LHH,L,H,H,1,14.0,12,16292,3474,19766
llama_3_1_8b,shared54,12964,anger,LHH,L,H,H,1,7.945,12,14140,3586,17726
llama_3_1_8b,shared54,15035,anger,LHH,L,H,H,1,4.4,12,20505,4034,24539
llama_3_1_8b,shared54,4681,anger,LHH,L,H,H,1,4.1,12,14020,3797,17817
llama_3_1_8b,shared54,8679,anger,LHH,L,H,H,1,5.78,12,21577,4528,26105
llama_3_1_8b,shared54,4575,anger,LHH,L,H,H,1,10.23,12,17008,3889,20897
llama_3_1_8b,shared54,8081,anger,LHH,L,H,H,1,2.92,12,17204,3373,20577
llama_3_1_8b,shared54,17661,anger,LHH,L,H,H,1,7.26,11,12993,3225,16218
llama_3_1_8b,shared54,8609,anger,LHH,L,H,H,1,5.68,11,14825,3294,18119
llama_3_1_8b,shared54,14038,anger,LHH,L,H,H,1,4.25,10,25214,3923,29137
llama_3_1_8b,shared54,13087,anger,LHH,L,H,H,1,9.84,12,15426,3410,18836
llama_3_1_8b,shared54,11861,anger,LHH,L,H,H,1,2.03,12,24809,4088,28897
llama_3_1_8b,shared54,7186,anger,LHH,L,H,H,1,6.16,12,24793,4538,29331
llama_3_1_8b,shared54,4532,anger,LHH,L,H,H,1,4.800000000000001,12,33541,3885,37426
llama_3_1_8b,shared54,16696,anger,LHH,L,H,H,1,4.57,12,26060,4604,30664
llama_3_1_8b,shared54,16171,anger,LHH,L,H,H,1,10.423333333333334,10,30487,3982,34469
llama_3_1_8b,shared54,2978,anger,LHH,L,H,H,1,5.83,11,14730,2901,17631
llama_3_1_8b,shared54,1543,anger,LHH,L,H,H,1,0.5,11,23122,2973,26095
llama_3_1_8b,shared54,3592,anger,LHH,L,H,H,1,3.27,12,18714,3679,22393
llama_3_1_8b,shared54,5008,anger,LHH,L,H,H,1,5.6,11,21836,3799,25635
llama_3_1_8b,shared54,5242,anger,LHH,L,H,H,1,3.84,11,16208,4032,20240
llama_3_1_8b,shared54,13833,anger,LHH,L,H,H,1,9.08,10,10802,2366,13168
llama_3_1_8b,shared54,2081,anger,LHH,L,H,H,1,4.48,12,14763,3065,17828
llama_3_1_8b,shared54,12608,anger,LHH,L,H,H,1,6.66,6,9686,2040,11726
llama_3_1_8b,shared54,12504,anger,LHH,L,H,H,1,5.01,12,16632,3615,20247
llama_3_1_8b,shared54,15337,anger,LHH,L,H,H,1,4.07,12,39918,3357,43275
llama_3_1_8b,shared54,17338,anger,LHH,L,H,H,1,7.26,11,13012,3501,16513
llama_3_1_8b,shared54,8238,anger,LHH,L,H,H,0,4.87,3,6765,1076,7841
llama_3_1_8b,shared54,18128,anger,LHH,L,H,H,1,5.01,10,24393,3199,27592
llama_3_1_8b,shared54,376,anger,LHH,L,H,H,1,1.185,12,21469,4714,26183
llama_3_1_8b,shared54,3753,anger,LHH,L,H,H,1,5.92,11,23669,2992,26661
llama_3_1_8b,shared54,17595,anger,LHH,L,H,H,1,4.53,12,22654,3732,26386
llama_3_1_8b,shared54,8743,anger,LHH,L,H,H,1,5.01,11,22961,3114,26075
llama_3_1_8b,shared54,11146,anger,LHH,L,H,H,1,0.44,12,17944,3538,21482
llama_3_1_8b,shared54,3655,anger,LHH,L,H,H,1,4.42,12,15196,3680,18876
llama_3_1_8b,shared54,9617,anger,LHH,L,H,H,1,4.5,8,9194,2254,11448
llama_3_1_8b,shared54,14246,anger,LHH,L,H,H,1,16.72,6,11746,1815,13561
llama_3_1_8b,shared54,5182,anger,LHH,L,H,H,1,4.79,11,48796,4670,53466
llama_3_1_8b,shared54,14867,anger,LHH,L,H,H,1,8.17,12,17719,3806,21525
llama_3_1_8b,shared54,106,anger,LHH,L,H,H,1,5.53,12,17391,3857,21248
llama_3_1_8b,shared54,8630,anger,LHH,L,H,H,1,4.11,6,9861,2120,11981
llama_3_1_8b,shared54,16403,anger,LHH,L,H,H,1,3.23,12,207332,7209,214541
llama_3_1_8b,shared54,5854,anger,LHH,L,H,H,1,2.59,10,13544,3037,16581
llama_3_1_8b,shared54,16635,anger,LHH,L,H,H,1,5.96,12,18126,4100,22226
llama_3_1_8b,shared54,3486,anger,LHH,L,H,H,1,4.04,12,14236,3992,18228
llama_3_1_8b,shared54,9779,anger,LHH,L,H,H,1,5.8149999999999995,6,9730,1522,11252
llama_3_1_8b,shared54,6517,anger,LHH,L,H,H,1,6.2,12,20299,3799,24098
llama_3_1_8b,shared54,12252,anger,LHH,L,H,H,1,3.86,11,37047,5154,42201
llama_3_1_8b,shared54,5293,anger,LHH,L,H,H,1,3.73,12,12569,3242,15811
llama_3_1_8b,shared54,17674,anger,LHH,L,H,H,1,1.38,12,37990,5124,43114
llama_3_1_8b,shared54,17378,anger,LHH,L,H,H,1,2.47,12,13503,4083,17586
llama_3_1_8b,shared54,18,anger,LHH,L,H,H,0,7.78,3,14784,717,15501
llama_3_1_8b,shared54,10621,anger,LHH,L,H,H,1,5.23,12,50527,4190,54717
llama_3_1_8b,shared54,16010,anger,LHH,L,H,H,1,3.58,12,16910,4133,21043
llama_3_1_8b,shared54,638,anger,LHH,L,H,H,1,4.53,12,16403,4080,20483
llama_3_1_8b,shared54,3665,anger,LHH,L,H,H,1,5.11,11,19454,3822,23276
llama_3_1_8b,shared54,11894,anger,LHH,L,H,H,1,3.835,10,33521,3911,37432
llama_3_1_8b,shared54,10076,anger,LHH,L,H,H,1,16.15,12,14935,3794,18729
llama_3_1_8b,shared54,7846,anger,LHH,L,H,H,1,6.82,11,15142,3473,18615
llama_3_1_8b,shared54,1898,anger,LHH,L,H,H,1,8.72,9,14160,2132,16292
llama_3_1_8b,shared54,7892,anger,LHH,L,H,H,1,2.92,12,57475,4766,62241
llama_3_1_8b,shared54,2580,anger,LHH,L,H,H,1,3.7,11,25955,3897,29852
llama_3_1_8b,shared54,2806,anger,LHH,L,H,H,1,6.23,12,19535,4376,23911
llama_3_1_8b,shared54,15924,anger,LHH,L,H,H,1,2.9,10,43207,3512,46719
llama_3_1_8b,shared54,2267,anger,LHH,L,H,H,1,5.66,12,60485,3769,64254
llama_3_1_8b,shared54,17455,anger,LHH,L,H,H,1,5.39,12,24979,3022,28001
llama_3_1_8b,shared54,4120,anger,LHH,L,H,H,1,1.82,12,14336,3557,17893
llama_3_1_8b,shared54,4207,anger,LHH,L,H,H,1,8.59,12,14891,3349,18240
llama_3_1_8b,shared54,15574,anger,LHH,L,H,H,1,13.57,12,18124,4141,22265
llama_3_1_8b,shared54,18015,anger,LHH,L,H,H,1,4.89,12,26365,4625,30990
llama_3_1_8b,shared54,5410,anger,LHH,L,H,H,1,8.36,12,35185,4635,39820
llama_3_1_8b,shared54,8685,anger,LHH,L,H,H,1,5.255,6,9846,2405,12251
llama_3_1_8b,shared54,17290,anger,LHH,L,H,H,1,5.98,12,13133,3676,16809
llama_3_1_8b,shared54,13865,anger,LHH,L,H,H,1,6.3,12,41978,5604,47582
llama_3_1_8b,shared54,6940,anger,LHH,L,H,H,1,7.9,12,14809,3954,18763
llama_3_1_8b,shared54,17671,anger,LHH,L,H,H,1,2.76,12,127022,6552,133574
llama_3_1_8b,shared54,6591,anger,LHH,L,H,H,1,0.22600000000000003,11,16157,2961,19118
llama_3_1_8b,shared54,10214,anger,LHH,L,H,H,1,4.53,11,15252,3964,19216
llama_3_1_8b,shared54,13074,anger,LHH,L,H,H,1,2.55,12,17598,3584,21182
llama_3_1_8b,shared54,12236,anger,LHH,L,H,H,1,9.34,11,25250,4077,29327
llama_3_1_8b,shared54,14355,anger,LHH,L,H,H,1,5.66,12,15046,3548,18594
llama_3_1_8b,shared54,16959,anger,LHH,L,H,H,1,5.11,5,9835,1409,11244
llama_3_1_8b,shared54,14794,anger,LHH,L,H,H,1,6.84,12,23126,3906,27032
llama_3_1_8b,shared54,3965,anger,LHH,L,H,H,0,5.75,3,4974,1009,5983
llama_3_1_8b,shared54,8123,anger,LHH,L,H,H,1,4.18,11,17242,3288,20530
llama_3_1_8b,shared54,7362,anger,LHH,L,H,H,1,10.0,12,20095,4596,24691
llama_3_1_8b,shared54,2098,anger,LHH,L,H,H,0,6.57,3,5489,748,6237
llama_3_1_8b,shared54,11078,anger,LHH,L,H,H,1,4.6,12,31787,4184,35971
llama_3_1_8b,shared54,689,anger,LHH,L,H,H,1,5.045,12,124179,6632,130811
llama_3_1_8b,shared54,7540,anger,LHH,L,H,H,1,14.63,12,18624,4076,22700
llama_3_1_8b,shared54,7216,anger,LHH,L,H,H,1,5.05,11,16618,3015,19633
llama_3_1_8b,shared54,235,anger,LHH,L,H,H,1,4.01,10,40916,3046,43962
llama_3_1_8b,shared54,2326,anger,LHH,L,H,H,1,5.91,12,17247,4036,21283
llama_3_1_8b,shared54,1929,anger,LHH,L,H,H,1,5.22,12,14943,3748,18691
llama_3_1_8b,shared54,7501,anger,LHH,L,H,H,1,4.97,12,29825,3881,33706
llama_3_1_8b,shared54,2208,anger,LHH,L,H,H,1,4.91,12,20271,4193,24464
llama_3_1_8b,shared54,1029,anger,LHH,L,H,H,1,7.48,12,43278,5284,48562
llama_3_1_8b,shared54,10827,anger,LHH,L,H,H,1,3.96,10,20272,3543,23815
llama_3_1_8b,shared54,2321,anger,LHH,L,H,H,1,2.42,12,33163,4355,37518
llama_3_1_8b,shared54,16847,anger,LHH,L,H,H,1,6.74,12,12681,3175,15856
llama_3_1_8b,shared54,7798,anger,LHH,L,H,H,1,4.1899999999999995,12,17537,3908,21445
llama_3_1_8b,shared54,9125,anger,LHH,L,H,H,1,7.39,9,16930,3131,20061
llama_3_1_8b,shared54,15906,anger,LHH,L,H,H,1,5.98,12,25805,3611,29416
llama_3_1_8b,shared54,7020,anger,LHH,L,H,H,1,4.66,12,13651,3254,16905
llama_3_1_8b,shared54,17669,anger,LHH,L,H,H,1,3.67,12,16897,3673,20570
llama_3_1_8b,shared54,4335,anger,LHH,L,H,H,1,3.47,12,18409,4304,22713
llama_3_1_8b,shared54,15488,anger,LHH,L,H,H,1,4.75,12,13690,3641,17331
llama_3_1_8b,shared54,7962,anger,LHH,L,H,H,1,3.2,12,59236,4517,63753
llama_3_1_8b,shared54,15498,anger,LHH,L,H,H,1,5.18,12,188579,5652,194231
llama_3_1_8b,shared54,13338,anger,LHH,L,H,H,1,3.9050000000000002,9,12213,2419,14632
llama_3_1_8b,shared54,6239,anger,LHH,L,H,H,1,18.68,12,18449,4390,22839
llama_3_1_8b,shared54,3090,anger,LHH,L,H,H,1,4.85,11,19397,3177,22574
llama_3_1_8b,shared54,3176,anger,LHH,L,H,H,1,5.986666666666667,12,83905,7040,90945
llama_3_1_8b,shared54,14124,anger,LHH,L,H,H,1,5.9350000000000005,10,33350,5031,38381
llama_3_1_8b,shared54,11609,anger,LHH,L,H,H,1,4.52,10,12077,2902,14979
llama_3_1_8b,shared54,13879,anger,LHH,L,H,H,1,21.11,10,11477,3111,14588
llama_3_1_8b,shared54,13470,anger,LHH,L,H,H,1,16.9,12,17752,3448,21200
llama_3_1_8b,shared54,15303,anger,LHH,L,H,H,1,0.11,12,24085,2713,26798
llama_3_1_8b,shared54,1775,anger,LHH,L,H,H,1,4.78,11,18338,4241,22579
llama_3_1_8b,shared54,3224,anger,LHH,L,H,H,1,5.94,10,39430,3710,43140
llama_3_1_8b,shared54,1986,anger,LHH,L,H,H,1,6.0,11,35965,4350,40315
llama_3_1_8b,shared54,13193,anger,LHH,L,H,H,1,6.08,12,13285,3705,16990
llama_3_1_8b,shared54,11118,anger,LHH,L,H,H,1,4.14,12,13593,3376,16969
llama_3_1_8b,shared54,3580,anger,LHH,L,H,H,1,10.53,10,18504,2999,21503
llama_3_1_8b,shared54,8147,anger,LHH,L,H,H,1,3.9,11,69558,3873,73431
llama_3_1_8b,shared54,6278,anger,LHH,L,H,H,1,4.090000000000001,12,19350,3881,23231
